ID,이름,태그,이동 가능,경작 가능,낚시 가능,건설 가능,파괴 가능,상호작용 가능,바닥,벽,물,깊은 물,공기
10501,Tileset Grass Winter_0 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10502,Tileset Grass Winter_0,Ground,1,0,0,0,0,0,1,0,0,0,0
10503,Tileset Grass Winter_1 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10504,Tileset Grass Winter_1,Ground,1,0,0,0,0,0,1,0,0,0,0
10505,Tileset Grass Winter_10 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10506,Tileset Grass Winter_10,Ground,1,0,0,0,0,0,1,0,0,0,0
10507,Tileset Grass Winter_100 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10508,Tileset Grass Winter_100,Ground,1,0,0,0,0,0,1,0,0,0,0
10509,Tileset Grass Winter_101 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10510,Tileset Grass Winter_101,Ground,1,0,0,0,0,0,1,0,0,0,0
10511,Tileset Grass Winter_102 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10512,Tileset Grass Winter_102,Ground,1,0,0,0,0,0,1,0,0,0,0
10513,Tileset Grass Winter_103 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10514,Tileset Grass Winter_103,Ground,1,0,0,0,0,0,1,0,0,0,0
10515,Tileset Grass Winter_104 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10516,Tileset Grass Winter_104,Ground,1,0,0,0,0,0,1,0,0,0,0
10517,Tileset Grass Winter_105 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10518,Tileset Grass Winter_105,Ground,1,0,0,0,0,0,1,0,0,0,0
10519,Tileset Grass Winter_106 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10520,Tileset Grass Winter_106,Ground,1,0,0,0,0,0,1,0,0,0,0
10521,Tileset Grass Winter_107 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10522,Tileset Grass Winter_107,Ground,1,0,0,0,0,0,1,0,0,0,0
10523,Tileset Grass Winter_108 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10524,Tileset Grass Winter_108,Ground,1,0,0,0,0,0,1,0,0,0,0
10525,Tileset Grass Winter_109 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10526,Tileset Grass Winter_109,Ground,1,0,0,0,0,0,1,0,0,0,0
10527,Tileset Grass Winter_11 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10528,Tileset Grass Winter_11,Ground,1,0,0,0,0,0,1,0,0,0,0
10529,Tileset Grass Winter_110 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10530,Tileset Grass Winter_110,Ground,1,0,0,0,0,0,1,0,0,0,0
10531,Tileset Grass Winter_111 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10532,Tileset Grass Winter_111,Ground,1,0,0,0,0,0,1,0,0,0,0
10533,Tileset Grass Winter_112 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10534,Tileset Grass Winter_112,Ground,1,0,0,0,0,0,1,0,0,0,0
10535,Tileset Grass Winter_113 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10536,Tileset Grass Winter_113,Ground,1,0,0,0,0,0,1,0,0,0,0
10537,Tileset Grass Winter_114 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10538,Tileset Grass Winter_114,Ground,1,0,0,0,0,0,1,0,0,0,0
10539,Tileset Grass Winter_115 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10540,Tileset Grass Winter_115,Ground,1,0,0,0,0,0,1,0,0,0,0
10541,Tileset Grass Winter_116 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10542,Tileset Grass Winter_116,Ground,1,0,0,0,0,0,1,0,0,0,0
10543,Tileset Grass Winter_117 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10544,Tileset Grass Winter_117,Ground,1,0,0,0,0,0,1,0,0,0,0
10545,Tileset Grass Winter_118 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10546,Tileset Grass Winter_118,Ground,1,0,0,0,0,0,1,0,0,0,0
10547,Tileset Grass Winter_119 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10548,Tileset Grass Winter_119,Ground,1,0,0,0,0,0,1,0,0,0,0
10549,Tileset Grass Winter_12 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10550,Tileset Grass Winter_12,Ground,1,0,0,0,0,0,1,0,0,0,0
10551,Tileset Grass Winter_120 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10552,Tileset Grass Winter_120,Ground,1,0,0,0,0,0,1,0,0,0,0
10553,Tileset Grass Winter_121 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10554,Tileset Grass Winter_121,Ground,1,0,0,0,0,0,1,0,0,0,0
10555,Tileset Grass Winter_122 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10556,Tileset Grass Winter_122,Ground,1,0,0,0,0,0,1,0,0,0,0
10557,Tileset Grass Winter_123 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10558,Tileset Grass Winter_123,Ground,1,0,0,0,0,0,1,0,0,0,0
10559,Tileset Grass Winter_124 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10560,Tileset Grass Winter_124,Ground,1,0,0,0,0,0,1,0,0,0,0
10561,Tileset Grass Winter_125 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10562,Tileset Grass Winter_125,Ground,1,0,0,0,0,0,1,0,0,0,0
10563,Tileset Grass Winter_126 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10564,Tileset Grass Winter_126,Ground,1,0,0,0,0,0,1,0,0,0,0
10565,Tileset Grass Winter_127 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10566,Tileset Grass Winter_127,Ground,1,0,0,0,0,0,1,0,0,0,0
10567,Tileset Grass Winter_128 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10568,Tileset Grass Winter_128,Ground,1,0,0,0,0,0,1,0,0,0,0
10569,Tileset Grass Winter_129 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10570,Tileset Grass Winter_129,Ground,1,0,0,0,0,0,1,0,0,0,0
10571,Tileset Grass Winter_13 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10572,Tileset Grass Winter_13,Ground,1,0,0,0,0,0,1,0,0,0,0
10573,Tileset Grass Winter_130 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10574,Tileset Grass Winter_130,Ground,1,0,0,0,0,0,1,0,0,0,0
10575,Tileset Grass Winter_131 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10576,Tileset Grass Winter_131,Ground,1,0,0,0,0,0,1,0,0,0,0
10577,Tileset Grass Winter_132 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10578,Tileset Grass Winter_132,Ground,1,0,0,0,0,0,1,0,0,0,0
10579,Tileset Grass Winter_133 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10580,Tileset Grass Winter_133,Ground,1,0,0,0,0,0,1,0,0,0,0
10581,Tileset Grass Winter_134 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10582,Tileset Grass Winter_134,Ground,1,0,0,0,0,0,1,0,0,0,0
10583,Tileset Grass Winter_135 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10584,Tileset Grass Winter_135,Ground,1,0,0,0,0,0,1,0,0,0,0
10585,Tileset Grass Winter_136 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10586,Tileset Grass Winter_136,Ground,1,0,0,0,0,0,1,0,0,0,0
10587,Tileset Grass Winter_137 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10588,Tileset Grass Winter_137,Ground,1,0,0,0,0,0,1,0,0,0,0
10589,Tileset Grass Winter_138 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10590,Tileset Grass Winter_138,Ground,1,0,0,0,0,0,1,0,0,0,0
10591,Tileset Grass Winter_139 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10592,Tileset Grass Winter_139,Ground,1,0,0,0,0,0,1,0,0,0,0
10593,Tileset Grass Winter_14 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10594,Tileset Grass Winter_14,Ground,1,0,0,0,0,0,1,0,0,0,0
10595,Tileset Grass Winter_140 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10596,Tileset Grass Winter_140,Ground,1,0,0,0,0,0,1,0,0,0,0
10597,Tileset Grass Winter_141 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10598,Tileset Grass Winter_141,Ground,1,0,0,0,0,0,1,0,0,0,0
10599,Tileset Grass Winter_142 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10600,Tileset Grass Winter_142,Ground,1,0,0,0,0,0,1,0,0,0,0
10601,Tileset Grass Winter_143 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10602,Tileset Grass Winter_143,Ground,1,0,0,0,0,0,1,0,0,0,0
10603,Tileset Grass Winter_144 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10604,Tileset Grass Winter_144,Ground,1,0,0,0,0,0,1,0,0,0,0
10605,Tileset Grass Winter_145 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10606,Tileset Grass Winter_145,Ground,1,0,0,0,0,0,1,0,0,0,0
10607,Tileset Grass Winter_146 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10608,Tileset Grass Winter_146,Ground,1,0,0,0,0,0,1,0,0,0,0
10609,Tileset Grass Winter_147 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10610,Tileset Grass Winter_147,Ground,1,0,0,0,0,0,1,0,0,0,0
10611,Tileset Grass Winter_148 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10612,Tileset Grass Winter_148,Ground,1,0,0,0,0,0,1,0,0,0,0
10613,Tileset Grass Winter_149 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10614,Tileset Grass Winter_149,Ground,1,0,0,0,0,0,1,0,0,0,0
10615,Tileset Grass Winter_15 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10616,Tileset Grass Winter_15,Ground,1,0,0,0,0,0,1,0,0,0,0
10617,Tileset Grass Winter_150 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10618,Tileset Grass Winter_150,Ground,1,0,0,0,0,0,1,0,0,0,0
10619,Tileset Grass Winter_151 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10620,Tileset Grass Winter_151,Ground,1,0,0,0,0,0,1,0,0,0,0
10621,Tileset Grass Winter_152 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10622,Tileset Grass Winter_152,Ground,1,0,0,0,0,0,1,0,0,0,0
10623,Tileset Grass Winter_153 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10624,Tileset Grass Winter_153,Ground,1,0,0,0,0,0,1,0,0,0,0
10625,Tileset Grass Winter_154 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10626,Tileset Grass Winter_154,Ground,1,0,0,0,0,0,1,0,0,0,0
10627,Tileset Grass Winter_155 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10628,Tileset Grass Winter_155,Ground,1,0,0,0,0,0,1,0,0,0,0
10629,Tileset Grass Winter_156 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10630,Tileset Grass Winter_156,Ground,1,0,0,0,0,0,1,0,0,0,0
10631,Tileset Grass Winter_157 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10632,Tileset Grass Winter_157,Ground,1,0,0,0,0,0,1,0,0,0,0
10633,Tileset Grass Winter_158 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10634,Tileset Grass Winter_158,Ground,1,0,0,0,0,0,1,0,0,0,0
10635,Tileset Grass Winter_159 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10636,Tileset Grass Winter_159,Ground,1,0,0,0,0,0,1,0,0,0,0
10637,Tileset Grass Winter_16 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10638,Tileset Grass Winter_16,Ground,1,0,0,0,0,0,1,0,0,0,0
10639,Tileset Grass Winter_160 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10640,Tileset Grass Winter_160,Ground,1,0,0,0,0,0,1,0,0,0,0
10641,Tileset Grass Winter_161 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10642,Tileset Grass Winter_161,Ground,1,0,0,0,0,0,1,0,0,0,0
10643,Tileset Grass Winter_162 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10644,Tileset Grass Winter_162,Ground,1,0,0,0,0,0,1,0,0,0,0
10645,Tileset Grass Winter_163 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10646,Tileset Grass Winter_163,Ground,1,0,0,0,0,0,1,0,0,0,0
10647,Tileset Grass Winter_164 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10648,Tileset Grass Winter_164,Ground,1,0,0,0,0,0,1,0,0,0,0
10649,Tileset Grass Winter_165 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10650,Tileset Grass Winter_165,Ground,1,0,0,0,0,0,1,0,0,0,0
10651,Tileset Grass Winter_166 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10652,Tileset Grass Winter_166,Ground,1,0,0,0,0,0,1,0,0,0,0
10653,Tileset Grass Winter_167 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10654,Tileset Grass Winter_167,Ground,1,0,0,0,0,0,1,0,0,0,0
10655,Tileset Grass Winter_168 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10656,Tileset Grass Winter_168,Ground,1,0,0,0,0,0,1,0,0,0,0
10657,Tileset Grass Winter_169 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10658,Tileset Grass Winter_169,Ground,1,0,0,0,0,0,1,0,0,0,0
10659,Tileset Grass Winter_17 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10660,Tileset Grass Winter_17,Ground,1,0,0,0,0,0,1,0,0,0,0
10661,Tileset Grass Winter_170 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10662,Tileset Grass Winter_170,Ground,1,0,0,0,0,0,1,0,0,0,0
10663,Tileset Grass Winter_171 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10664,Tileset Grass Winter_171,Ground,1,0,0,0,0,0,1,0,0,0,0
10665,Tileset Grass Winter_172 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10666,Tileset Grass Winter_172,Ground,1,0,0,0,0,0,1,0,0,0,0
10667,Tileset Grass Winter_173 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10668,Tileset Grass Winter_173,Ground,1,0,0,0,0,0,1,0,0,0,0
10669,Tileset Grass Winter_174 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10670,Tileset Grass Winter_174,Ground,1,0,0,0,0,0,1,0,0,0,0
10671,Tileset Grass Winter_175 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10672,Tileset Grass Winter_175,Ground,1,0,0,0,0,0,1,0,0,0,0
10673,Tileset Grass Winter_176 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10674,Tileset Grass Winter_176,Ground,1,0,0,0,0,0,1,0,0,0,0
10675,Tileset Grass Winter_177 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10676,Tileset Grass Winter_177,Ground,1,0,0,0,0,0,1,0,0,0,0
10677,Tileset Grass Winter_178 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10678,Tileset Grass Winter_178,Ground,1,0,0,0,0,0,1,0,0,0,0
10679,Tileset Grass Winter_179 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10680,Tileset Grass Winter_179,Ground,1,0,0,0,0,0,1,0,0,0,0
10681,Tileset Grass Winter_18 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10682,Tileset Grass Winter_18,Ground,1,0,0,0,0,0,1,0,0,0,0
10683,Tileset Grass Winter_180 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10684,Tileset Grass Winter_180,Ground,1,0,0,0,0,0,1,0,0,0,0
10685,Tileset Grass Winter_181 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10686,Tileset Grass Winter_181,Ground,1,0,0,0,0,0,1,0,0,0,0
10687,Tileset Grass Winter_182 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10688,Tileset Grass Winter_182,Ground,1,0,0,0,0,0,1,0,0,0,0
10689,Tileset Grass Winter_183 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10690,Tileset Grass Winter_183,Ground,1,0,0,0,0,0,1,0,0,0,0
10691,Tileset Grass Winter_184 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10692,Tileset Grass Winter_184,Ground,1,0,0,0,0,0,1,0,0,0,0
10693,Tileset Grass Winter_185 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10694,Tileset Grass Winter_185,Ground,1,0,0,0,0,0,1,0,0,0,0
10695,Tileset Grass Winter_186 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10696,Tileset Grass Winter_186,Ground,1,0,0,0,0,0,1,0,0,0,0
10697,Tileset Grass Winter_187 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10698,Tileset Grass Winter_187,Ground,1,0,0,0,0,0,1,0,0,0,0
10699,Tileset Grass Winter_188 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10700,Tileset Grass Winter_188,Ground,1,0,0,0,0,0,1,0,0,0,0
10701,Tileset Grass Winter_189 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10702,Tileset Grass Winter_189,Ground,1,0,0,0,0,0,1,0,0,0,0
10703,Tileset Grass Winter_19 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10704,Tileset Grass Winter_19,Ground,1,0,0,0,0,0,1,0,0,0,0
10705,Tileset Grass Winter_190 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10706,Tileset Grass Winter_190,Ground,1,0,0,0,0,0,1,0,0,0,0
10707,Tileset Grass Winter_191 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10708,Tileset Grass Winter_191,Ground,1,0,0,0,0,0,1,0,0,0,0
10709,Tileset Grass Winter_192 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10710,Tileset Grass Winter_192,Ground,1,0,0,0,0,0,1,0,0,0,0
10711,Tileset Grass Winter_193 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10712,Tileset Grass Winter_193,Ground,1,0,0,0,0,0,1,0,0,0,0
10713,Tileset Grass Winter_194 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10714,Tileset Grass Winter_194,Ground,1,0,0,0,0,0,1,0,0,0,0
10715,Tileset Grass Winter_195 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10716,Tileset Grass Winter_195,Ground,1,0,0,0,0,0,1,0,0,0,0
10717,Tileset Grass Winter_196 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10718,Tileset Grass Winter_196,Ground,1,0,0,0,0,0,1,0,0,0,0
10719,Tileset Grass Winter_197 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10720,Tileset Grass Winter_197,Ground,1,0,0,0,0,0,1,0,0,0,0
10721,Tileset Grass Winter_198 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10722,Tileset Grass Winter_198,Ground,1,0,0,0,0,0,1,0,0,0,0
10723,Tileset Grass Winter_199 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10724,Tileset Grass Winter_199,Ground,1,0,0,0,0,0,1,0,0,0,0
10725,Tileset Grass Winter_2 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10726,Tileset Grass Winter_2,Ground,1,0,0,0,0,0,1,0,0,0,0
10727,Tileset Grass Winter_20 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10728,Tileset Grass Winter_20,Ground,1,0,0,0,0,0,1,0,0,0,0
10729,Tileset Grass Winter_200 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10730,Tileset Grass Winter_200,Ground,1,0,0,0,0,0,1,0,0,0,0
10731,Tileset Grass Winter_201 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10732,Tileset Grass Winter_201,Ground,1,0,0,0,0,0,1,0,0,0,0
10733,Tileset Grass Winter_202 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10734,Tileset Grass Winter_202,Ground,1,0,0,0,0,0,1,0,0,0,0
10735,Tileset Grass Winter_203 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10736,Tileset Grass Winter_203,Ground,1,0,0,0,0,0,1,0,0,0,0
10737,Tileset Grass Winter_204 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10738,Tileset Grass Winter_204,Ground,1,0,0,0,0,0,1,0,0,0,0
10739,Tileset Grass Winter_205 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10740,Tileset Grass Winter_205,Ground,1,0,0,0,0,0,1,0,0,0,0
10741,Tileset Grass Winter_206 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10742,Tileset Grass Winter_206,Ground,1,0,0,0,0,0,1,0,0,0,0
10743,Tileset Grass Winter_207 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10744,Tileset Grass Winter_207,Ground,1,0,0,0,0,0,1,0,0,0,0
10745,Tileset Grass Winter_208 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10746,Tileset Grass Winter_208,Ground,1,0,0,0,0,0,1,0,0,0,0
10747,Tileset Grass Winter_209 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10748,Tileset Grass Winter_209,Ground,1,0,0,0,0,0,1,0,0,0,0
10749,Tileset Grass Winter_21 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10750,Tileset Grass Winter_21,Ground,1,0,0,0,0,0,1,0,0,0,0
10751,Tileset Grass Winter_210 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10752,Tileset Grass Winter_210,Ground,1,0,0,0,0,0,1,0,0,0,0
10753,Tileset Grass Winter_211 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10754,Tileset Grass Winter_211,Ground,1,0,0,0,0,0,1,0,0,0,0
10755,Tileset Grass Winter_212 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10756,Tileset Grass Winter_212,Ground,1,0,0,0,0,0,1,0,0,0,0
10757,Tileset Grass Winter_213 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10758,Tileset Grass Winter_213,Ground,1,0,0,0,0,0,1,0,0,0,0
10759,Tileset Grass Winter_214 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10760,Tileset Grass Winter_214,Ground,1,0,0,0,0,0,1,0,0,0,0
10761,Tileset Grass Winter_215 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10762,Tileset Grass Winter_215,Ground,1,0,0,0,0,0,1,0,0,0,0
10763,Tileset Grass Winter_216 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10764,Tileset Grass Winter_216,Ground,1,0,0,0,0,0,1,0,0,0,0
10765,Tileset Grass Winter_217 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10766,Tileset Grass Winter_217,Ground,1,0,0,0,0,0,1,0,0,0,0
10767,Tileset Grass Winter_218 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10768,Tileset Grass Winter_218,Ground,1,0,0,0,0,0,1,0,0,0,0
10769,Tileset Grass Winter_219 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10770,Tileset Grass Winter_219,Ground,1,0,0,0,0,0,1,0,0,0,0
10771,Tileset Grass Winter_22 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10772,Tileset Grass Winter_22,Ground,1,0,0,0,0,0,1,0,0,0,0
10773,Tileset Grass Winter_220 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10774,Tileset Grass Winter_220,Ground,1,0,0,0,0,0,1,0,0,0,0
10775,Tileset Grass Winter_221 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10776,Tileset Grass Winter_221,Ground,1,0,0,0,0,0,1,0,0,0,0
10777,Tileset Grass Winter_222 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10778,Tileset Grass Winter_222,Ground,1,0,0,0,0,0,1,0,0,0,0
10779,Tileset Grass Winter_223 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10780,Tileset Grass Winter_223,Ground,1,0,0,0,0,0,1,0,0,0,0
10781,Tileset Grass Winter_224 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10782,Tileset Grass Winter_224,Ground,1,0,0,0,0,0,1,0,0,0,0
10783,Tileset Grass Winter_225 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10784,Tileset Grass Winter_225,Ground,1,0,0,0,0,0,1,0,0,0,0
10785,Tileset Grass Winter_226 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10786,Tileset Grass Winter_226,Ground,1,0,0,0,0,0,1,0,0,0,0
10787,Tileset Grass Winter_227 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10788,Tileset Grass Winter_227,Ground,1,0,0,0,0,0,1,0,0,0,0
10789,Tileset Grass Winter_228 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10790,Tileset Grass Winter_228,Ground,1,0,0,0,0,0,1,0,0,0,0
10791,Tileset Grass Winter_229 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10792,Tileset Grass Winter_229,Ground,1,0,0,0,0,0,1,0,0,0,0
10793,Tileset Grass Winter_23 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10794,Tileset Grass Winter_23,Ground,1,0,0,0,0,0,1,0,0,0,0
10795,Tileset Grass Winter_230 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10796,Tileset Grass Winter_230,Ground,1,0,0,0,0,0,1,0,0,0,0
10797,Tileset Grass Winter_231 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10798,Tileset Grass Winter_231,Ground,1,0,0,0,0,0,1,0,0,0,0
10799,Tileset Grass Winter_232 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10800,Tileset Grass Winter_232,Ground,1,0,0,0,0,0,1,0,0,0,0
10801,Tileset Grass Winter_233 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10802,Tileset Grass Winter_233,Ground,1,0,0,0,0,0,1,0,0,0,0
10803,Tileset Grass Winter_234 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10804,Tileset Grass Winter_234,Ground,1,0,0,0,0,0,1,0,0,0,0
10805,Tileset Grass Winter_235 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10806,Tileset Grass Winter_235,Ground,1,0,0,0,0,0,1,0,0,0,0
10807,Tileset Grass Winter_236 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10808,Tileset Grass Winter_236,Ground,1,0,0,0,0,0,1,0,0,0,0
10809,Tileset Grass Winter_237 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10810,Tileset Grass Winter_237,Ground,1,0,0,0,0,0,1,0,0,0,0
10811,Tileset Grass Winter_238 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10812,Tileset Grass Winter_238,Ground,1,0,0,0,0,0,1,0,0,0,0
10813,Tileset Grass Winter_239 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10814,Tileset Grass Winter_239,Ground,1,0,0,0,0,0,1,0,0,0,0
10815,Tileset Grass Winter_24 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10816,Tileset Grass Winter_24,Ground,1,0,0,0,0,0,1,0,0,0,0
10817,Tileset Grass Winter_240 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10818,Tileset Grass Winter_240,Ground,1,0,0,0,0,0,1,0,0,0,0
10819,Tileset Grass Winter_241 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10820,Tileset Grass Winter_241,Ground,1,0,0,0,0,0,1,0,0,0,0
10821,Tileset Grass Winter_242 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10822,Tileset Grass Winter_242,Ground,1,0,0,0,0,0,1,0,0,0,0
10823,Tileset Grass Winter_243 1,Ground,1,0,0,0,0,0,1,0,0,0,0
10824,Tileset Grass Winter_243,Ground,1,0,0,0,0,0,1,0,0,0,0
