ID,이름,태그,이동 가능,경작 가능,낚시 가능,건설 가능,상호작용 가능,바다 낚시 가능
11447,Tileset Grass Winter_894,Ground,0,0,0,0,0,0
11448,Tileset Grass Winter_895,Ground,0,0,0,0,0,0
11449,Tileset Grass Winter_896,Ground,0,0,0,0,0,0
11450,Tileset Grass Winter_897,Ground,0,0,0,0,0,0
11451,Tileset Grass Winter_898,Ground,0,0,0,0,0,0
11452,Tileset Grass Winter_899,Ground,0,0,0,0,0,0
11453,Tileset Grass Winter_9,Ground,0,0,0,0,0,0
11454,Tileset Grass Winter_90,Ground,0,0,0,0,0,0
11455,Tileset Grass Winter_900,Ground,0,0,0,0,0,0
11456,Tileset Grass Winter_901,Ground,0,0,0,0,0,0
11457,Tileset Grass Winter_902,Ground,0,0,0,0,0,0
11458,Tileset Grass Winter_903,Ground,0,0,0,0,0,0
11459,Tileset Grass Winter_904,Ground,0,0,0,0,0,0
11460,Tileset Grass Winter_905,Ground,0,0,0,0,0,0
11461,Tileset Grass Winter_906,Ground,0,0,0,0,0,0
11462,Tileset Grass Winter_907,Ground,0,0,0,0,0,0
11463,Tileset Grass Winter_908,Ground,0,0,0,0,0,0
11464,Tileset Grass Winter_909,Ground,0,0,0,0,0,0
11465,Tileset Grass Winter_91,Ground,0,0,0,0,0,0
11466,Tileset Grass Winter_910,Ground,0,0,0,0,0,0
11467,Tileset Grass Winter_911,Ground,0,0,0,0,0,0
11468,Tileset Grass Winter_912,Ground,0,0,0,0,0,0
11469,Tileset Grass Winter_913,Ground,0,0,0,0,0,0
11470,Tileset Grass Winter_914,Ground,0,0,0,0,0,0
11471,Tileset Grass Winter_915,Ground,0,0,0,0,0,0
11472,Tileset Grass Winter_916,Ground,0,0,0,0,0,0
11473,Tileset Grass Winter_917,Ground,0,0,0,0,0,0
11474,Tileset Grass Winter_918,Ground,0,0,0,0,0,0
11475,Tileset Grass Winter_919,Ground,0,0,0,0,0,0
11476,Tileset Grass Winter_92,Ground,0,0,0,0,0,0
11477,Tileset Grass Winter_920,Ground,0,0,0,0,0,0
11478,Tileset Grass Winter_921,Ground,0,0,0,0,0,0
11479,Tileset Grass Winter_922,Ground,0,0,0,0,0,0
11480,Tileset Grass Winter_923,Ground,0,0,0,0,0,0
11481,Tileset Grass Winter_924,Ground,0,0,0,0,0,0
11482,Tileset Grass Winter_925,Ground,0,0,0,0,0,0
11483,Tileset Grass Winter_926,Ground,0,0,0,0,0,0
11484,Tileset Grass Winter_927,Ground,0,0,0,0,0,0
11485,Tileset Grass Winter_928,Ground,0,0,0,0,0,0
11486,Tileset Grass Winter_929,Ground,0,0,0,0,0,0
11487,Tileset Grass Winter_93,Ground,0,0,0,0,0,0
11488,Tileset Grass Winter_930,Ground,0,0,0,0,0,0
11489,Tileset Grass Winter_931,Ground,0,0,0,0,0,0
11490,Tileset Grass Winter_94,Ground,0,0,0,0,0,0
11491,Tileset Grass Winter_95,Ground,0,0,0,0,0,0
11492,Tileset Grass Winter_96,Ground,0,0,0,0,0,0
11493,Tileset Grass Winter_97,Ground,0,0,0,0,0,0
11494,Tileset Grass Winter_98,Ground,0,0,0,0,0,0
11495,Tileset Grass Winter_99,Ground,0,0,0,0,0,0
11496,Tileset House_0,Ground,0,0,0,0,0,0
11497,Tileset House_1,Ground,0,0,0,0,0,0
11498,Tileset House_10,Ground,0,0,0,0,0,0
11499,Tileset House_100,Ground,0,0,0,0,0,0
11500,Tileset House_1000,Ground,0,0,0,0,0,0
11501,Tileset House_1001,Ground,0,0,0,0,0,0
11502,Tileset House_1002,Ground,0,0,0,0,0,0
11503,Tileset House_1003,Ground,0,0,0,0,0,0
11504,Tileset House_1004,Ground,0,0,0,0,0,0
11505,Tileset House_1005,Ground,0,0,0,0,0,0
11506,Tileset House_1006,Ground,0,0,0,0,0,0
11507,Tileset House_1007,Ground,0,0,0,0,0,0
11508,Tileset House_1008,Ground,0,0,0,0,0,0
11509,Tileset House_1009,Ground,0,0,0,0,0,0
11510,Tileset House_101,Ground,0,0,0,0,0,0
11511,Tileset House_1010,Ground,0,0,0,0,0,0
11512,Tileset House_1011,Ground,0,0,0,0,0,0
11513,Tileset House_1012,Ground,0,0,0,0,0,0
11514,Tileset House_1013,Ground,0,0,0,0,0,0
11515,Tileset House_1014,Ground,0,0,0,0,0,0
11516,Tileset House_1015,Ground,0,0,0,0,0,0
11517,Tileset House_1016,Ground,0,0,0,0,0,0
11518,Tileset House_1017,Ground,0,0,0,0,0,0
11519,Tileset House_1018,Ground,0,0,0,0,0,0
11520,Tileset House_1019,Ground,0,0,0,0,0,0
11521,Tileset House_102,Ground,0,0,0,0,0,0
11522,Tileset House_1020,Ground,0,0,0,0,0,0
11523,Tileset House_1021,Ground,0,0,0,0,0,0
11524,Tileset House_1022,Ground,0,0,0,0,0,0
11525,Tileset House_1023,Ground,0,0,0,0,0,0
11526,Tileset House_1024,Ground,0,0,0,0,0,0
11527,Tileset House_1025,Ground,0,0,0,0,0,0
11528,Tileset House_1026,Ground,0,0,0,0,0,0
11529,Tileset House_1027,Ground,0,0,0,0,0,0
11530,Tileset House_1028,Ground,0,0,0,0,0,0
11531,Tileset House_1029,Ground,0,0,0,0,0,0
11532,Tileset House_103,Ground,0,0,0,0,0,0
11533,Tileset House_1030,Ground,0,0,0,0,0,0
11534,Tileset House_1031,Ground,0,0,0,0,0,0
11535,Tileset House_1032,Ground,0,0,0,0,0,0
11536,Tileset House_1033,Ground,0,0,0,0,0,0
11537,Tileset House_1034,Ground,0,0,0,0,0,0
11538,Tileset House_1035,Ground,0,0,0,0,0,0
11539,Tileset House_1036,Ground,0,0,0,0,0,0
11540,Tileset House_1037,Ground,0,0,0,0,0,0
11541,Tileset House_1038,Ground,0,0,0,0,0,0
11542,Tileset House_1039,Ground,0,0,0,0,0,0
11543,Tileset House_104,Ground,0,0,0,0,0,0
11544,Tileset House_1040,Ground,0,0,0,0,0,0
11545,Tileset House_1041,Ground,0,0,0,0,0,0
11546,Tileset House_1042,Ground,0,0,0,0,0,0
11547,Tileset House_1043,Ground,0,0,0,0,0,0
11548,Tileset House_1044,Ground,0,0,0,0,0,0
11549,Tileset House_1045,Ground,0,0,0,0,0,0
11550,Tileset House_1046,Ground,0,0,0,0,0,0
11551,Tileset House_1047,Ground,0,0,0,0,0,0
11552,Tileset House_1048,Ground,0,0,0,0,0,0
11553,Tileset House_1049,Ground,0,0,0,0,0,0
11554,Tileset House_105,Ground,0,0,0,0,0,0
11555,Tileset House_1050,Ground,0,0,0,0,0,0
11556,Tileset House_1051,Ground,0,0,0,0,0,0
11557,Tileset House_1052,Ground,0,0,0,0,0,0
11558,Tileset House_1053,Ground,0,0,0,0,0,0
11559,Tileset House_1054,Ground,0,0,0,0,0,0
11560,Tileset House_1055,Ground,0,0,0,0,0,0
11561,Tileset House_1056,Ground,0,0,0,0,0,0
11562,Tileset House_1057,Ground,0,0,0,0,0,0
11563,Tileset House_1058,Ground,0,0,0,0,0,0
11564,Tileset House_1059,Ground,0,0,0,0,0,0
11565,Tileset House_106,Ground,0,0,0,0,0,0
11566,Tileset House_1060,Ground,0,0,0,0,0,0
11567,Tileset House_1061,Ground,0,0,0,0,0,0
11568,Tileset House_1062,Ground,0,0,0,0,0,0
11569,Tileset House_1063,Ground,0,0,0,0,0,0
11570,Tileset House_1064,Ground,0,0,0,0,0,0
11571,Tileset House_1065,Ground,0,0,0,0,0,0
11572,Tileset House_1066,Ground,0,0,0,0,0,0
11573,Tileset House_1067,Ground,0,0,0,0,0,0
11574,Tileset House_1068,Ground,0,0,0,0,0,0
11575,Tileset House_1069,Ground,0,0,0,0,0,0
11576,Tileset House_107,Ground,0,0,0,0,0,0
11577,Tileset House_1070,Ground,0,0,0,0,0,0
11578,Tileset House_1071,Ground,0,0,0,0,0,0
11579,Tileset House_1072,Ground,0,0,0,0,0,0
11580,Tileset House_1073,Ground,0,0,0,0,0,0
11581,Tileset House_1074,Ground,0,0,0,0,0,0
11582,Tileset House_1075,Ground,0,0,0,0,0,0
11583,Tileset House_1076,Ground,0,0,0,0,0,0
11584,Tileset House_1077,Ground,0,0,0,0,0,0
11585,Tileset House_1078,Ground,0,0,0,0,0,0
11586,Tileset House_1079,Ground,0,0,0,0,0,0
11587,Tileset House_108,Ground,0,0,0,0,0,0
11588,Tileset House_1080,Ground,0,0,0,0,0,0
11589,Tileset House_1081,Ground,0,0,0,0,0,0
11590,Tileset House_1082,Ground,0,0,0,0,0,0
11591,Tileset House_1083,Ground,0,0,0,0,0,0
11592,Tileset House_1084,Ground,0,0,0,0,0,0
11593,Tileset House_1085,Ground,0,0,0,0,0,0
11594,Tileset House_1086,Ground,0,0,0,0,0,0
11595,Tileset House_1087,Ground,0,0,0,0,0,0
11596,Tileset House_1088,Ground,0,0,0,0,0,0
11597,Tileset House_1089,Ground,0,0,0,0,0,0
11598,Tileset House_109,Ground,0,0,0,0,0,0
11599,Tileset House_1090,Ground,0,0,0,0,0,0
11600,Tileset House_1091,Ground,0,0,0,0,0,0
11601,Tileset House_1092,Ground,0,0,0,0,0,0
11602,Tileset House_1093,Ground,0,0,0,0,0,0
11603,Tileset House_1094,Ground,0,0,0,0,0,0
11604,Tileset House_1095,Ground,0,0,0,0,0,0
11605,Tileset House_1096,Ground,0,0,0,0,0,0
11606,Tileset House_1097,Ground,0,0,0,0,0,0
11607,Tileset House_1098,Ground,0,0,0,0,0,0
11608,Tileset House_1099,Ground,0,0,0,0,0,0
11609,Tileset House_11,Ground,0,0,0,0,0,0
11610,Tileset House_110,Ground,0,0,0,0,0,0
11611,Tileset House_1100,Ground,0,0,0,0,0,0
11612,Tileset House_1101,Ground,0,0,0,0,0,0
11613,Tileset House_1102,Ground,0,0,0,0,0,0
11614,Tileset House_1103,Ground,0,0,0,0,0,0
11615,Tileset House_1104,Ground,0,0,0,0,0,0
11616,Tileset House_1105,Ground,0,0,0,0,0,0
11617,Tileset House_1106,Ground,0,0,0,0,0,0
11618,Tileset House_1107,Ground,0,0,0,0,0,0
11619,Tileset House_1108,Ground,0,0,0,0,0,0
11620,Tileset House_1109,Ground,0,0,0,0,0,0
11621,Tileset House_111,Ground,0,0,0,0,0,0
11622,Tileset House_1110,Ground,0,0,0,0,0,0
11623,Tileset House_1111,Ground,0,0,0,0,0,0
11624,Tileset House_1112,Ground,0,0,0,0,0,0
11625,Tileset House_1113,Ground,0,0,0,0,0,0
11626,Tileset House_1114,Ground,0,0,0,0,0,0
11627,Tileset House_1115,Ground,0,0,0,0,0,0
11628,Tileset House_1116,Ground,0,0,0,0,0,0
11629,Tileset House_1117,Ground,0,0,0,0,0,0
11630,Tileset House_1118,Ground,0,0,0,0,0,0
11631,Tileset House_1119,Ground,0,0,0,0,0,0
11632,Tileset House_112,Ground,0,0,0,0,0,0
11633,Tileset House_1120,Ground,0,0,0,0,0,0
11634,Tileset House_1121,Ground,0,0,0,0,0,0
11635,Tileset House_1122,Ground,0,0,0,0,0,0
11636,Tileset House_1123,Ground,0,0,0,0,0,0
11637,Tileset House_1124,Ground,0,0,0,0,0,0
11638,Tileset House_1125,Ground,0,0,0,0,0,0
11639,Tileset House_1126,Ground,0,0,0,0,0,0
11640,Tileset House_1127,Ground,0,0,0,0,0,0
11641,Tileset House_1128,Ground,0,0,0,0,0,0
11642,Tileset House_1129,Ground,0,0,0,0,0,0
11643,Tileset House_113,Ground,0,0,0,0,0,0
11644,Tileset House_1130,Ground,0,0,0,0,0,0
11645,Tileset House_1131,Ground,0,0,0,0,0,0
11646,Tileset House_1132,Ground,0,0,0,0,0,0
11647,Tileset House_1133,Ground,0,0,0,0,0,0
11648,Tileset House_1134,Ground,0,0,0,0,0,0
11649,Tileset House_1135,Ground,0,0,0,0,0,0
11650,Tileset House_1136,Ground,0,0,0,0,0,0
11651,Tileset House_1137,Ground,0,0,0,0,0,0
11652,Tileset House_1138,Ground,0,0,0,0,0,0
11653,Tileset House_1139,Ground,0,0,0,0,0,0
11654,Tileset House_114,Ground,0,0,0,0,0,0
11655,Tileset House_1140,Ground,0,0,0,0,0,0
11656,Tileset House_1141,Ground,0,0,0,0,0,0
11657,Tileset House_1142,Ground,0,0,0,0,0,0
11658,Tileset House_1143,Ground,0,0,0,0,0,0
11659,Tileset House_1144,Ground,0,0,0,0,0,0
11660,Tileset House_1145,Ground,0,0,0,0,0,0
11661,Tileset House_1146,Ground,0,0,0,0,0,0
11662,Tileset House_1147,Ground,0,0,0,0,0,0
11663,Tileset House_1148,Ground,0,0,0,0,0,0
11664,Tileset House_1149,Ground,0,0,0,0,0,0
11665,Tileset House_115,Ground,0,0,0,0,0,0
11666,Tileset House_1150,Ground,0,0,0,0,0,0
11667,Tileset House_1151,Ground,0,0,0,0,0,0
11668,Tileset House_1152,Ground,0,0,0,0,0,0
11669,Tileset House_1153,Ground,0,0,0,0,0,0
11670,Tileset House_1154,Ground,0,0,0,0,0,0
11671,Tileset House_1155,Ground,0,0,0,0,0,0
11672,Tileset House_1156,Ground,0,0,0,0,0,0
11673,Tileset House_1157,Ground,0,0,0,0,0,0
11674,Tileset House_1158,Ground,0,0,0,0,0,0
11675,Tileset House_1159,Ground,0,0,0,0,0,0
11676,Tileset House_116,Ground,0,0,0,0,0,0
11677,Tileset House_1160,Ground,0,0,0,0,0,0
11678,Tileset House_1161,Ground,0,0,0,0,0,0
11679,Tileset House_1162,Ground,0,0,0,0,0,0
11680,Tileset House_1163,Ground,0,0,0,0,0,0
11681,Tileset House_1164,Ground,0,0,0,0,0,0
11682,Tileset House_1165,Ground,0,0,0,0,0,0
11683,Tileset House_1166,Ground,0,0,0,0,0,0
11684,Tileset House_1167,Ground,0,0,0,0,0,0
11685,Tileset House_1168,Ground,0,0,0,0,0,0
11686,Tileset House_1169,Ground,0,0,0,0,0,0
11687,Tileset House_117,Ground,0,0,0,0,0,0
11688,Tileset House_1170,Ground,0,0,0,0,0,0
11689,Tileset House_1171,Ground,0,0,0,0,0,0
11690,Tileset House_1172,Ground,0,0,0,0,0,0
11691,Tileset House_1173,Ground,0,0,0,0,0,0
11692,Tileset House_1174,Ground,0,0,0,0,0,0
11693,Tileset House_1175,Ground,0,0,0,0,0,0
11694,Tileset House_1176,Ground,0,0,0,0,0,0
11695,Tileset House_1177,Ground,0,0,0,0,0,0
11696,Tileset House_1178,Ground,0,0,0,0,0,0
11697,Tileset House_1179,Ground,0,0,0,0,0,0
11698,Tileset House_118,Ground,0,0,0,0,0,0
11699,Tileset House_1180,Ground,0,0,0,0,0,0
11700,Tileset House_1181,Ground,0,0,0,0,0,0
11701,Tileset House_119,Ground,0,0,0,0,0,0
11702,Tileset House_12,Ground,0,0,0,0,0,0
11703,Tileset House_120,Ground,0,0,0,0,0,0
11704,Tileset House_121,Ground,0,0,0,0,0,0
11705,Tileset House_122,Ground,0,0,0,0,0,0
11706,Tileset House_123,Ground,0,0,0,0,0,0
11707,Tileset House_124,Ground,0,0,0,0,0,0
11708,Tileset House_125,Ground,0,0,0,0,0,0
11709,Tileset House_126,Ground,0,0,0,0,0,0
11710,Tileset House_127,Ground,0,0,0,0,0,0
11711,Tileset House_128,Ground,0,0,0,0,0,0
11712,Tileset House_129,Ground,0,0,0,0,0,0
11713,Tileset House_13,Ground,0,0,0,0,0,0
11714,Tileset House_130,Ground,0,0,0,0,0,0
11715,Tileset House_131,Ground,0,0,0,0,0,0
11716,Tileset House_132,Ground,0,0,0,0,0,0
11717,Tileset House_133,Ground,0,0,0,0,0,0
11718,Tileset House_134,Ground,0,0,0,0,0,0
11719,Tileset House_135,Ground,0,0,0,0,0,0
11720,Tileset House_136,Ground,0,0,0,0,0,0
11721,Tileset House_137,Ground,0,0,0,0,0,0
11722,Tileset House_138,Ground,0,0,0,0,0,0
11723,Tileset House_139,Ground,0,0,0,0,0,0
11724,Tileset House_14,Ground,0,0,0,0,0,0
11725,Tileset House_140,Ground,0,0,0,0,0,0
11726,Tileset House_141,Ground,0,0,0,0,0,0
11727,Tileset House_142,Ground,0,0,0,0,0,0
11728,Tileset House_143,Ground,0,0,0,0,0,0
11729,Tileset House_144,Ground,0,0,0,0,0,0
11730,Tileset House_145,Ground,0,0,0,0,0,0
11731,Tileset House_146,Ground,0,0,0,0,0,0
11732,Tileset House_147,Ground,0,0,0,0,0,0
11733,Tileset House_148,Ground,0,0,0,0,0,0
11734,Tileset House_149,Ground,0,0,0,0,0,0
11735,Tileset House_15,Ground,0,0,0,0,0,0
11736,Tileset House_150,Ground,0,0,0,0,0,0
11737,Tileset House_151,Ground,0,0,0,0,0,0
11738,Tileset House_152,Ground,0,0,0,0,0,0
11739,Tileset House_153,Ground,0,0,0,0,0,0
11740,Tileset House_154,Ground,0,0,0,0,0,0
11741,Tileset House_155,Ground,0,0,0,0,0,0
11742,Tileset House_156,Ground,0,0,0,0,0,0
11743,Tileset House_157,Ground,0,0,0,0,0,0
11744,Tileset House_158,Ground,0,0,0,0,0,0
11745,Tileset House_159,Ground,0,0,0,0,0,0
11746,Tileset House_16,Ground,0,0,0,0,0,0
11747,Tileset House_160,Ground,0,0,0,0,0,0
11748,Tileset House_161,Ground,0,0,0,0,0,0
11749,Tileset House_162,Ground,0,0,0,0,0,0
11750,Tileset House_163,Ground,0,0,0,0,0,0
11751,Tileset House_164,Ground,0,0,0,0,0,0
11752,Tileset House_165,Ground,0,0,0,0,0,0
11753,Tileset House_166,Ground,0,0,0,0,0,0
11754,Tileset House_167,Ground,0,0,0,0,0,0
11755,Tileset House_168,Ground,0,0,0,0,0,0
11756,Tileset House_169,Ground,0,0,0,0,0,0
11757,Tileset House_17,Ground,0,0,0,0,0,0
11758,Tileset House_170,Ground,0,0,0,0,0,0
11759,Tileset House_171,Ground,0,0,0,0,0,0
11760,Tileset House_172,Ground,0,0,0,0,0,0
11761,Tileset House_173,Ground,0,0,0,0,0,0
11762,Tileset House_174,Ground,0,0,0,0,0,0
11763,Tileset House_175,Ground,0,0,0,0,0,0
11764,Tileset House_176,Ground,0,0,0,0,0,0
11765,Tileset House_177,Ground,0,0,0,0,0,0
11766,Tileset House_178,Ground,0,0,0,0,0,0
11767,Tileset House_179,Ground,0,0,0,0,0,0
11768,Tileset House_18,Ground,0,0,0,0,0,0
11769,Tileset House_180,Ground,0,0,0,0,0,0
11770,Tileset House_181,Ground,0,0,0,0,0,0
11771,Tileset House_182,Ground,0,0,0,0,0,0
11772,Tileset House_183,Ground,0,0,0,0,0,0
11773,Tileset House_184,Ground,0,0,0,0,0,0
11774,Tileset House_185,Ground,0,0,0,0,0,0
11775,Tileset House_186,Ground,0,0,0,0,0,0
11776,Tileset House_187,Ground,0,0,0,0,0,0
11777,Tileset House_188,Ground,0,0,0,0,0,0
11778,Tileset House_189,Ground,0,0,0,0,0,0
11779,Tileset House_19,Ground,0,0,0,0,0,0
11780,Tileset House_190,Ground,0,0,0,0,0,0
11781,Tileset House_191,Ground,0,0,0,0,0,0
11782,Tileset House_192,Ground,0,0,0,0,0,0
11783,Tileset House_193,Ground,0,0,0,0,0,0
11784,Tileset House_194,Ground,0,0,0,0,0,0
11785,Tileset House_195,Ground,0,0,0,0,0,0
11786,Tileset House_196,Ground,0,0,0,0,0,0
11787,Tileset House_197,Ground,0,0,0,0,0,0
11788,Tileset House_198,Ground,0,0,0,0,0,0
11789,Tileset House_199,Ground,0,0,0,0,0,0
11790,Tileset House_2,Ground,0,0,0,0,0,0
11791,Tileset House_20,Ground,0,0,0,0,0,0
11792,Tileset House_200,Ground,0,0,0,0,0,0
11793,Tileset House_201,Ground,0,0,0,0,0,0
11794,Tileset House_202,Ground,0,0,0,0,0,0
11795,Tileset House_203,Ground,0,0,0,0,0,0
11796,Tileset House_204,Ground,0,0,0,0,0,0
11797,Tileset House_205,Ground,0,0,0,0,0,0
11798,Tileset House_206,Ground,0,0,0,0,0,0
11799,Tileset House_207,Ground,0,0,0,0,0,0
11800,Tileset House_208,Ground,0,0,0,0,0,0
11801,Tileset House_209,Ground,0,0,0,0,0,0
11802,Tileset House_21,Ground,0,0,0,0,0,0
11803,Tileset House_210,Ground,0,0,0,0,0,0
11804,Tileset House_211,Ground,0,0,0,0,0,0
11805,Tileset House_212,Ground,0,0,0,0,0,0
11806,Tileset House_213,Ground,0,0,0,0,0,0
11807,Tileset House_214,Ground,0,0,0,0,0,0
11808,Tileset House_215,Ground,0,0,0,0,0,0
11809,Tileset House_216,Ground,0,0,0,0,0,0
11810,Tileset House_217,Ground,0,0,0,0,0,0
11811,Tileset House_218,Ground,0,0,0,0,0,0
11812,Tileset House_219,Ground,0,0,0,0,0,0
11813,Tileset House_22,Ground,0,0,0,0,0,0
11814,Tileset House_220,Ground,0,0,0,0,0,0
11815,Tileset House_221,Ground,0,0,0,0,0,0
11816,Tileset House_222,Ground,0,0,0,0,0,0
11817,Tileset House_223,Ground,0,0,0,0,0,0
11818,Tileset House_224,Ground,0,0,0,0,0,0
11819,Tileset House_225,Ground,0,0,0,0,0,0
11820,Tileset House_226,Ground,0,0,0,0,0,0
11821,Tileset House_227,Ground,0,0,0,0,0,0
11822,Tileset House_228,Ground,0,0,0,0,0,0
11823,Tileset House_229,Ground,0,0,0,0,0,0
11824,Tileset House_23,Ground,0,0,0,0,0,0
11825,Tileset House_230,Ground,0,0,0,0,0,0
11826,Tileset House_231,Ground,0,0,0,0,0,0
11827,Tileset House_232,Ground,0,0,0,0,0,0
11828,Tileset House_233,Ground,0,0,0,0,0,0
11829,Tileset House_234,Ground,0,0,0,0,0,0
11830,Tileset House_235,Ground,0,0,0,0,0,0
11831,Tileset House_236,Ground,0,0,0,0,0,0
11832,Tileset House_237,Ground,0,0,0,0,0,0
11833,Tileset House_238,Ground,0,0,0,0,0,0
11834,Tileset House_239,Ground,0,0,0,0,0,0
11835,Tileset House_24,Ground,0,0,0,0,0,0
11836,Tileset House_240,Ground,0,0,0,0,0,0
11837,Tileset House_241,Ground,0,0,0,0,0,0
11838,Tileset House_242,Ground,0,0,0,0,0,0
11839,Tileset House_243,Ground,0,0,0,0,0,0
11840,Tileset House_244,Ground,0,0,0,0,0,0
11841,Tileset House_245,Ground,0,0,0,0,0,0
11842,Tileset House_246,Ground,0,0,0,0,0,0
11843,Tileset House_247,Ground,0,0,0,0,0,0
11844,Tileset House_248,Ground,0,0,0,0,0,0
11845,Tileset House_249,Ground,0,0,0,0,0,0
11846,Tileset House_25,Ground,0,0,0,0,0,0
11847,Tileset House_250,Ground,0,0,0,0,0,0
11848,Tileset House_251,Ground,0,0,0,0,0,0
11849,Tileset House_252,Ground,0,0,0,0,0,0
11850,Tileset House_253,Ground,0,0,0,0,0,0
11851,Tileset House_254,Ground,0,0,0,0,0,0
11852,Tileset House_255,Ground,0,0,0,0,0,0
11853,Tileset House_256,Ground,0,0,0,0,0,0
11854,Tileset House_257,Ground,0,0,0,0,0,0
11855,Tileset House_258,Ground,0,0,0,0,0,0
11856,Tileset House_259,Ground,0,0,0,0,0,0
11857,Tileset House_26,Ground,0,0,0,0,0,0
11858,Tileset House_260,Ground,0,0,0,0,0,0
11859,Tileset House_261,Ground,0,0,0,0,0,0
11860,Tileset House_262,Ground,0,0,0,0,0,0
11861,Tileset House_263,Ground,0,0,0,0,0,0
11862,Tileset House_264,Ground,0,0,0,0,0,0
11863,Tileset House_265,Ground,0,0,0,0,0,0
11864,Tileset House_266,Ground,0,0,0,0,0,0
11865,Tileset House_267,Ground,0,0,0,0,0,0
11866,Tileset House_268,Ground,0,0,0,0,0,0
11867,Tileset House_269,Ground,0,0,0,0,0,0
11868,Tileset House_27,Ground,0,0,0,0,0,0
11869,Tileset House_270,Ground,0,0,0,0,0,0
11870,Tileset House_271,Ground,0,0,0,0,0,0
11871,Tileset House_272,Ground,0,0,0,0,0,0
11872,Tileset House_273,Ground,0,0,0,0,0,0
11873,Tileset House_274,Ground,0,0,0,0,0,0
11874,Tileset House_275,Ground,0,0,0,0,0,0
11875,Tileset House_276,Ground,0,0,0,0,0,0
11876,Tileset House_277,Ground,0,0,0,0,0,0
11877,Tileset House_278,Ground,0,0,0,0,0,0
11878,Tileset House_279,Ground,0,0,0,0,0,0
11879,Tileset House_28,Ground,0,0,0,0,0,0
11880,Tileset House_280,Ground,0,0,0,0,0,0
11881,Tileset House_281,Ground,0,0,0,0,0,0
11882,Tileset House_282,Ground,0,0,0,0,0,0
11883,Tileset House_283,Ground,0,0,0,0,0,0
11884,Tileset House_284,Ground,0,0,0,0,0,0
11885,Tileset House_285,Ground,0,0,0,0,0,0
11886,Tileset House_286,Ground,0,0,0,0,0,0
11887,Tileset House_287,Ground,0,0,0,0,0,0
11888,Tileset House_288,Ground,0,0,0,0,0,0
11889,Tileset House_289,Ground,0,0,0,0,0,0
11890,Tileset House_29,Ground,0,0,0,0,0,0
11891,Tileset House_290,Ground,0,0,0,0,0,0
11892,Tileset House_291,Ground,0,0,0,0,0,0
11893,Tileset House_292,Ground,0,0,0,0,0,0
11894,Tileset House_293,Ground,0,0,0,0,0,0
11895,Tileset House_294,Ground,0,0,0,0,0,0
11896,Tileset House_295,Ground,0,0,0,0,0,0
11897,Tileset House_296,Ground,0,0,0,0,0,0
11898,Tileset House_297,Ground,0,0,0,0,0,0
11899,Tileset House_298,Ground,0,0,0,0,0,0
11900,Tileset House_299,Ground,0,0,0,0,0,0
11901,Tileset House_3,Ground,0,0,0,0,0,0
11902,Tileset House_30,Ground,0,0,0,0,0,0
11903,Tileset House_300,Ground,0,0,0,0,0,0
11904,Tileset House_301,Ground,0,0,0,0,0,0
11905,Tileset House_302,Ground,0,0,0,0,0,0
11906,Tileset House_303,Ground,0,0,0,0,0,0
11907,Tileset House_304,Ground,0,0,0,0,0,0
11908,Tileset House_305,Ground,0,0,0,0,0,0
11909,Tileset House_306,Ground,0,0,0,0,0,0
11910,Tileset House_307,Ground,0,0,0,0,0,0
11911,Tileset House_308,Ground,0,0,0,0,0,0
11912,Tileset House_309,Ground,0,0,0,0,0,0
11913,Tileset House_31,Ground,0,0,0,0,0,0
11914,Tileset House_310,Ground,0,0,0,0,0,0
11915,Tileset House_311,Ground,0,0,0,0,0,0
11916,Tileset House_312,Ground,0,0,0,0,0,0
11917,Tileset House_313,Ground,0,0,0,0,0,0
11918,Tileset House_314,Ground,0,0,0,0,0,0
11919,Tileset House_315,Ground,0,0,0,0,0,0
11920,Tileset House_316,Ground,0,0,0,0,0,0
11921,Tileset House_317,Ground,0,0,0,0,0,0
11922,Tileset House_318,Ground,0,0,0,0,0,0
11923,Tileset House_319,Ground,0,0,0,0,0,0
11924,Tileset House_32,Ground,0,0,0,0,0,0
11925,Tileset House_320,Ground,0,0,0,0,0,0
11926,Tileset House_321,Ground,0,0,0,0,0,0
11927,Tileset House_322,Ground,0,0,0,0,0,0
11928,Tileset House_323,Ground,0,0,0,0,0,0
11929,Tileset House_324,Ground,0,0,0,0,0,0
11930,Tileset House_325,Ground,0,0,0,0,0,0
11931,Tileset House_326,Ground,0,0,0,0,0,0
11932,Tileset House_327,Ground,0,0,0,0,0,0
11933,Tileset House_328,Ground,0,0,0,0,0,0
11934,Tileset House_329,Ground,0,0,0,0,0,0
11935,Tileset House_33,Ground,0,0,0,0,0,0
11936,Tileset House_330,Ground,0,0,0,0,0,0
11937,Tileset House_331,Ground,0,0,0,0,0,0
11938,Tileset House_332,Ground,0,0,0,0,0,0
11939,Tileset House_333,Ground,0,0,0,0,0,0
11940,Tileset House_334,Ground,0,0,0,0,0,0
11941,Tileset House_335,Ground,0,0,0,0,0,0
11942,Tileset House_336,Ground,0,0,0,0,0,0
11943,Tileset House_337,Ground,0,0,0,0,0,0
11944,Tileset House_338,Ground,0,0,0,0,0,0
11945,Tileset House_339,Ground,0,0,0,0,0,0
11946,Tileset House_34,Ground,0,0,0,0,0,0
